차종,가격,연식,주행거리,연료,변속기,색상,배기량,소유자변경,사고이력,열선시트,통풍시트,내비게이션,스마트키,썬루프,오토라이트,주차감지센서,가죽시트
현대 캐스퍼 가솔린 1.0 터보 인스퍼레이션,"1,720만원",22년 2월식(23년형),"14,770km",가솔린,,쥐색,998cc,3,무사고,1,1,1,1,0,0,0,0
쉐보레(GM대우) 더 뉴 트랙스 1.4 퍼펙트 블랙,"1,490만원",18년 10월식(19년형),"31,317km",가솔린,,검정색,"1,362cc",2,무사고,1,0,0,1,0,0,0,1
제네시스 G70 2.0T AWD 스포츠 패키지,"3,030만원",20년 6월식,"22,494km",가솔린,,검정색,"1,998cc",1,단순수리,1,1,1,1,0,0,0,0
기아 더 뉴 카니발 9인승 프레스티지,"2,010만원",20년 2월식,"78,502km",디젤,,은색,"2,199cc",2,무사고,1,1,1,1,0,0,0,0
지프 그랜드 체로키 3.6 80주년 에디션 WK2,"3,650만원",21년 3월식,"16,113km",가솔린,,검정색,"3,604cc",1,무사고,1,1,1,1,0,0,0,0
기아 K7 프리미어 가솔린 2.5 노블레스,"2,390만원",19년 9월식(20년형),"42,623km",가솔린,,청색,"2,497cc",0,단순수리,1,1,1,0,0,0,0,0
현대 그랜저 IG 3.0 익스클루시브 스페셜,"2,090만원",18년 11월식(19년형),"94,850km",가솔린,,쥐색,"2,999cc",0,무사고,1,1,1,0,0,0,0,0
현대 더 뉴 싼타페 하이브리드 가솔린 터보 1.6 2WD 프레스티지,"3,450만원",22년 5월식,"4,356km",가솔린+전기,,쥐색,"1,598cc",1,단순수리,1,1,1,1,0,0,0,0
기아 더 뉴 쏘렌토 디젤 2.2 2WD 노블레스,"1,990만원",18년 11월식(19년형),"76,355km",디젤,,검정색,"2,199cc",3,무사고,1,1,1,1,0,0,0,0
현대 싼타페 DM 디젤(e-VGT) 2.0 4WD 익스클루시브 스페셜,"1,190만원",14년 3월식(15년형),"116,161km",디젤,,청색,"1,995cc",3,단순수리,1,1,1,1,0,0,0,0
기아 올 뉴 K3 럭셔리,"1,430만원",19년 3월식,"59,795km",가솔린,,쥐색,"1,598cc",3,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 K3 트렌디,"1,250만원",20년 5월식,"28,409km",가솔린,,흰색,"1,598cc",1,사고,1,0,1,1,0,0,0,1
벤츠 A-클래스 W177 가솔린 2WD A220 해치백,"2,160만원",19년 11월식,"40,655km",가솔린,,흰색,"1,991cc",6,무사고,1,0,0,1,0,0,0,1
르노코리아(삼성) QM6 디젤 4WD LE,"1,100만원",16년 11월식(17년형),"91,990km",디젤,,은색,"1,995cc",3,단순수리,1,0,0,1,0,0,0,1
현대 포터2 CRDi 카고 초장축 슈퍼캡  스타일,"1,380만원",19년 11월식(20년형),"19,094km",디젤,,흰색,"2,497cc",0,무사고,0,0,0,0,0,0,0,1
제네시스 G80 3.3 GDI AWD 럭셔리,"2,290만원",16년 7월식(17년형),"53,162km",가솔린,,검정색,"3,342cc",4,무사고,1,0,1,1,0,0,0,0
기아 K5 3세대 하이브리드 노블레스,"2,340만원",21년 1월식,"101,649km",가솔린+전기,,진주색,"1,999cc",2,무사고,1,1,1,0,0,0,0,0
현대 포터2 CRDi 카고 초장축 더블캡  스마트,"1,920만원",21년 11월식(22년형),"26,817km",디젤,,흰색,"2,497cc",1,무사고,1,0,1,0,0,0,0,1
벤츠 CLA-클래스 C117 CLA200 d 4MATIC NAVI,"1,730만원",16년 3월식,"84,084km",디젤,,흰색,"2,143cc",3,무사고,1,0,1,1,0,0,0,0
기아 더 뉴 쏘렌토 디젤 2.2 4WD 마스터,"2,080만원",18년 5월식(19년형),"129,672km",디젤,,은색,"2,199cc",3,무사고,1,1,1,0,0,0,0,0
기아 레이 프레스티지,720만원,14년 12월식(15년형),"90,626km",가솔린,,흰색,998cc,1,사고,1,0,1,1,0,0,0,1
현대 더 뉴 그랜저 LPG 3.0 (일반인판매용) 익스클루시브,"3,250만원",21년 4월식,"57,574km",LPG,,흰색,"2,999cc",1,무사고,1,1,1,0,0,0,0,0
기아 더 뉴 레이 밴 (2인승) 프레스티지 스폐셜,"1,110만원",21년 4월식,"14,669km",가솔린,,흰색,998cc,1,단순수리,1,0,1,0,0,0,0,1
기아 올 뉴 K7 2.4 GDI 리미티드,"1,790만원",17년 11월식,"82,370km",가솔린,,검정색,"2,359cc",1,무사고,1,1,1,1,0,0,0,0
르노코리아(삼성) 캡처 가솔린 1.3 인텐스,"1,590만원",20년 6월식,"25,347km",가솔린,,흰색,"1,332cc",1,무사고,1,0,1,1,0,0,0,0
현대 아반떼 AD 1.6 GDI 스마트 세부등급 없음,990만원,16년 1월식,"95,720km",가솔린,,흰색,"1,591cc",4,무사고,1,0,0,0,0,0,0,1
현대 더 뉴 아반떼 AD 1.6 스마트 베스트 초이스 패키지,"1,650만원",20년 3월식,"34,504km",가솔린,,흰색,"1,598cc",2,무사고,1,0,1,1,0,0,0,0
기아 올 뉴 K3 럭셔리,"1,590만원",19년 5월식,"40,416km",가솔린,,흰색,"1,598cc",0,무사고,1,1,1,1,0,0,0,0
BMW 4시리즈 (F32) 420i 럭셔리 그란쿠페,"2,130만원",17년 9월식(18년형),"77,415km",가솔린,,은색,"1,998cc",3,무사고,1,0,1,1,0,0,0,0
벤츠 E-클래스 W213 E200 아방가르드,"2,590만원",18년 1월식,"100,097km",가솔린,,검정색,"1,991cc",2,무사고,1,0,1,1,0,0,0,0
KG모빌리티(쌍용) 뷰티풀 코란도 가솔린 4WD R-플러스,"2,230만원",21년 12월식(22년형),"24,798km",가솔린,,흰색,"1,497cc",2,무사고,1,1,1,1,0,0,0,0
현대 팰리세이드 디젤 2.2 2WD 캘리그래피 (7인승),"3,900만원",22년 2월식,"17,041km",디젤,,검정색,"2,199cc",1,무사고,1,1,1,0,0,0,0,0
기아 올 뉴 K7 하이브리드 노블레스 스페셜,"2,350만원",19년 2월식,"103,557km",가솔린+전기,,검정색,"2,359cc",2,무사고,1,1,1,0,0,0,0,0
현대 아반떼 (CN7) 가솔린 1.6 인스퍼레이션,"2,150만원",21년 2월식,"32,252km",가솔린,,쥐색,"1,598cc",1,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 K7 3.0 LPI 프레스티지,"1,820만원",17년 9월식,"89,563km",LPG,,흰색,"2,999cc",6,무사고,1,1,1,1,0,0,0,0
기아 포르테 1.6 GDI 럭셔리 기본형,640만원,11년 2월식,"12,359km",가솔린,,흰색,"1,591cc",2,무사고,1,0,0,0,0,0,0,1
현대 캐스퍼 가솔린 1.0 터보 디 에센셜,"1,640만원",23년 3월식,"5,531km",가솔린,,흰색,998cc,1,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 봉고III 트럭 EV 카고 1톤 2WD 초장축 킹캡 GLS,"2,190만원",23년 3월식,"12,852km",전기,,흰색,180cc,1,무사고,1,1,1,1,0,0,0,0
쉐보레(GM대우) 더 뉴 트랙스 1.4 LT 코어,"1,140만원",19년 8월식,"47,418km",가솔린,,흰색,"1,362cc",0,사고,1,0,1,1,0,0,0,1
기아 더 뉴 K7 2.4 GDI 프레스티지 스페셜,790만원,13년 6월식,"137,256km",가솔린,,검정색,"2,359cc",7,단순수리,1,0,1,1,0,0,0,0
현대 LF 쏘나타 2.0 스타일 스페셜,"1,320만원",16년 1월식,"45,563km",가솔린,,은색,"1,999cc",2,사고,1,0,1,1,0,0,0,1
기아 더 뉴 카니발 9인승 프레스티지,"1,820만원",19년 1월식,"86,749km",디젤,,은색,"2,199cc",2,무사고,1,0,1,1,0,0,0,0
기아 모하비 더 마스터 디젤 3.0 4WD 마스터즈 6인승,"4,370만원",22년 4월식,"20,331km",디젤,,진주색,"2,959cc",0,단순수리,1,1,1,0,0,0,0,0
KG모빌리티(쌍용) G4 렉스턴 디젤 2.2 4WD 헤리티지 스폐셜,"2,470만원",20년 5월식,"68,543km",디젤,,검정색,"2,157cc",1,무사고,1,1,1,1,0,0,0,0
르노코리아(삼성) SM3 네오 RE,710만원,18년 11월식,"68,782km",가솔린,,흰색,"1,598cc",3,사고,1,0,1,1,0,0,0,1
BMW 5시리즈 GT (F07) GT ED Edition 럭셔리,"2,320만원",17년 1월식,"117,169km",디젤,,쥐색,"1,995cc",4,무사고,1,0,1,1,0,0,0,0
기아 올 뉴 카니발 9인승 하이리무진 프레스티지,"2,030만원",15년 10월식(16년형),"124,849km",디젤,,검정색,"2,199cc",2,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 카니발 9인승 프레스티지,"1,890만원",19년 2월식,"85,267km",디젤,,흰색,"2,199cc",2,무사고,1,1,1,1,0,0,0,0
기아 K5 2세대 2.0 MX 프레스티지,"1,200만원",16년 10월식(17년형),"91,619km",가솔린,,흰색,"1,999cc",1,사고,1,0,1,1,0,0,0,1
현대 더 뉴 그랜드 스타렉스 밴 3인승 스마트,"2,090만원",19년 12월식(20년형),"33,211km",디젤,,은색,"2,497cc",1,무사고,1,1,1,0,0,0,0,1
기아 올 뉴 K7 2.4 GDI 리미티드,"1,630만원",18년 3월식,"130,976km",가솔린,,검정색,"2,359cc",3,무사고,1,1,1,1,0,0,0,0
쉐보레(GM대우) 임팔라 2.5 LTZ,990만원,15년 9월식(16년형),"126,590km",가솔린,,검정색,"2,457cc",3,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 쏘렌토 디젤 2.0 4WD 프레스티지,"1,980만원",18년 12월식(19년형),"67,193km",디젤,,은색,"1,995cc",4,무사고,1,1,1,1,0,0,0,0
현대 쏘나타 DN8 1.6 터보 인스퍼레이션,"2,250만원",20년 2월식,"94,273km",가솔린,,진주색,"1,598cc",2,단순수리,1,1,1,0,0,0,0,0
현대 제네시스 DH G330 프리미엄 AWD,"1,550만원",15년 12월식(16년형),"131,536km",가솔린,,쥐색,"3,342cc",6,무사고,1,1,1,1,0,0,0,0
쉐보레(GM대우) 스파크 스파크 S LT,450만원,13년 12월식(14년형),"59,789km",가솔린,,노란색,995cc,3,무사고,1,0,1,0,0,0,0,1
쉐보레(GM대우) 더 뉴 스파크 밴 세부등급 없음,680만원,20년 6월식,"34,375km",가솔린,,흰색,999cc,4,무사고,1,0,1,0,0,0,0,0
기아 더 뉴 스포티지 R 디젤 2WD 트렌디,"1,190만원",15년 7월식(16년형),"38,187km",디젤,,흰색,"1,995cc",1,무사고,1,0,1,1,0,0,0,1
BMW 5시리즈 (G30) 530i M 스포츠,"5,690만원",22년 4월식,"17,986km",가솔린,,흰색,"1,998cc",1,무사고,1,1,1,0,0,0,0,0
쉐보레(GM대우) 더 뉴 트랙스 1.4 LT 코어,"1,120만원",19년 3월식,"79,000km",가솔린,,쥐색,"1,362cc",3,단순수리,1,0,0,1,0,0,0,1
현대 더 뉴 아반떼 AD 1.6 LPi 스마트(렌터카용),"1,140만원",19년 5월식(20년형),"128,785km",LPG,,흰색,"1,591cc",3,무사고,1,0,1,1,0,0,0,0
기아 K8 LPG 3.5 (렌터카) 트렌디,"2,720만원",21년 5월식(22년형),"29,540km",LPG,,쥐색,"3,470cc",1,무사고,1,1,1,1,0,0,0,0
현대 싼타페 TM 디젤 2.2 4WD 프레스티지,"2,220만원",18년 3월식(19년형),"113,033km",디젤,,흰색,"2,199cc",3,사고,1,1,1,0,0,0,0,0
링컨 코세어 가솔린 4WD 2.0 리저브 AWD,"3,150만원",20년 11월식,"37,038km",가솔린,,쥐색,"1,999cc",3,무사고,1,1,1,1,0,0,0,0
르노코리아(삼성) XM3 가솔린 1.6 RE,"1,920만원",22년 1월식,"21,319km",가솔린,,흰색,"1,598cc",3,무사고,1,1,1,1,0,0,0,0
현대 팰리세이드 디젤 2.2 2WD 익스클루시브 (8인승),"2,830만원",19년 4월식,"47,285km",디젤,,검정색,"2,199cc",1,단순수리,1,1,1,1,0,0,0,0
기아 올 뉴 쏘렌토 디젤 2.0 2WD 프레스티지,"1,490만원",15년 6월식,"75,726km",디젤,,쥐색,"1,995cc",1,무사고,1,1,1,1,0,0,0,0
현대 그랜저 IG 2.4 프리미엄 세부등급 없음,"1,730만원",19년 3월식,"103,755km",가솔린,,검정색,"2,359cc",3,무사고,1,1,1,1,0,0,0,0
기아 K5 3세대 가솔린 2.0 시그니처,"2,330만원",20년 3월식,"69,867km",가솔린,,검정색,"1,999cc",0,무사고,1,1,1,1,0,0,0,0
현대 아이오닉 일렉트릭 Q,"1,350만원",17년 4월식,"126,092km",전기,,은회색,78cc,3,단순수리,1,1,1,1,0,0,0,0
현대 싼타페 DM 디젤(e-VGT) 2.0 4WD 프리미엄,"1,060만원",14년 1월식,"133,354km",디젤,,은색,"1,995cc",1,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 쏘렌토 디젤 2.0 2WD 노블레스 스페셜,"1,590만원",17년 6월식,"71,183km",디젤,,쥐색,"1,995cc",2,단순수리,1,1,1,1,0,0,0,0
기아 올 뉴 모닝 디럭스 스페셜,520만원,13년 4월식,"75,532km",가솔린,,쥐색,998cc,0,무사고,1,0,0,0,0,0,0,1
기아 더 뉴 봉고III 트럭 CRDi 카고 1톤 2WD 초장축 더블캡 GL,"2,190만원",23년 3월식,"9,756km",디젤,,청색,"2,497cc",1,무사고,1,1,1,0,0,0,0,1
기아 디 올 뉴 스포티지 하이브리드 가솔린 터보 1.6 2WD 시그니처,"3,580만원",22년 6월식,"17,290km",가솔린+전기,,흰색,"1,598cc",1,무사고,1,1,1,1,0,0,0,0
벤츠 GLC-클래스 X253 GLC220 d 4MATIC 프리미엄,"2,590만원",16년 6월식,"62,826km",디젤,,쥐색,"2,143cc",4,단순수리,1,0,1,1,0,0,0,0
현대 쏘나타 뉴 라이즈 LPI 모던,"1,190만원",17년 6월식(18년형),"92,660km",LPG,,흰색,"1,999cc",1,단순수리,1,0,1,1,0,0,0,1
기아 셀토스 가솔린 터보 1.6 2WD 시그니처,"2,390만원",21년 2월식(22년형),"34,789km",가솔린,,흰색,"1,591cc",1,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 레이 시그니처,"1,370만원",21년 7월식(22년형),"22,963km",가솔린,,검정색,998cc,1,무사고,1,0,0,1,0,0,0,1
기아 레이 럭셔리,880만원,14년 6월식(15년형),"37,286km",가솔린,,쥐색,998cc,0,단순수리,1,0,1,1,0,0,0,1
제네시스 G80 3.3 GDI AWD 럭셔리 스폐셜,"2,480만원",19년 10월식(20년형),"106,060km",가솔린,,검정색,"3,342cc",3,무사고,1,1,1,0,0,0,0,0
르노코리아(삼성) SM3 네오 RE,620만원,15년 1월식,"114,988km",가솔린,,검정색,"1,598cc",0,무사고,1,0,1,1,0,0,0,1
제네시스 GV80 디젤 3.0 AWD (5인승),"4,750만원",20년 9월식,"81,875km",디젤,,흰색,"2,996cc",2,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 카니발 9인승 노블레스 스페셜,"2,490만원",19년 11월식(20년형),"60,363km",디젤,,흰색,"2,199cc",0,무사고,1,1,1,0,0,0,0,0
현대 싼타페 DM 디젤(e-VGT) 2.0 2WD 프리미엄,"1,250만원",15년 6월식,"76,858km",디젤,,쥐색,"1,995cc",1,무사고,1,1,1,1,0,0,0,0
현대 쏘나타 DN8 2.0 가솔린 스마트,"1,430만원",20년 4월식,"95,282km",가솔린,,검정색,"1,999cc",2,무사고,1,0,0,0,0,0,0,1
현대 베뉴 1.6 플럭스,"1,720만원",19년 11월식(20년형),"41,318km",가솔린,,청색,"1,598cc",0,무사고,1,0,1,1,0,0,0,0
쉐보레(GM대우) 스파크 LS 기본형,400만원,13년 2월식,"31,245km",가솔린,,은색,995cc,3,무사고,0,0,0,0,0,0,0,1
KG모빌리티(쌍용) 베리 뉴 티볼리 1.5 가솔린 2WD V7,"1,970만원",23년 1월식,"12,805km",가솔린,,쥐색,"1,497cc",1,무사고,1,1,1,1,0,0,0,0
현대 더 뉴 팰리세이드 디젤 2.2 2WD 프레스티지,"4,100만원",23년 6월식,"5,324km",디젤,,은회색,"2,199cc",1,무사고,1,1,1,0,0,0,0,0
현대 쏘나타 DN8 2.0 LPi(렌터카용) 스마트,"1,950만원",21년 9월식(22년형),"30,803km",LPG,,은회색,"1,999cc",2,무사고,1,1,0,1,0,0,0,0
기아 더 뉴 카니발 9인승 노블레스 스페셜,"2,150만원",18년 4월식(19년형),"104,836km",디젤,,검정색,"2,199cc",0,무사고,1,1,1,0,0,0,0,0
기아 K5 2세대 2.0 MX 프레스티지,"1,470만원",15년 12월식(16년형),"38,420km",가솔린,,검정색,"1,999cc",1,무사고,1,0,1,1,0,0,0,1
현대 싼타페 DM 디젤(e-VGT) 2.0 2WD 익스클루시브 세부등급 없음,"1,150만원",15년 1월식,"118,950km",디젤,,쥐색,"1,995cc",1,무사고,1,1,1,1,0,0,0,0
르노코리아(삼성) XM3 가솔린 1.6 LE Plus,"1,580만원",20년 4월식,"28,590km",가솔린,,흰색,"1,598cc",1,단순수리,1,0,1,1,0,0,0,0
현대 그랜저 IG 2.4 프리미엄 세부등급 없음,"1,920만원",19년 11월식,"77,301km",가솔린,,검정색,"2,359cc",3,무사고,1,1,1,1,0,0,0,0
벤츠 A-클래스 W177 가솔린 4WD A35 AMG 4MATIC 세단,"3,860만원",22년 12월식(23년형),"17,638km",가솔린,,흰색,"1,991cc",2,무사고,1,0,1,1,0,0,0,0
기아 스토닉 1.4 가솔린 디럭스,"1,070만원",19년 9월식(20년형),"60,571km",가솔린,,흰색,"1,368cc",1,사고,1,0,0,0,0,0,0,1
기아 디 올 뉴 스포티지 하이브리드 가솔린 터보 1.6 2WD 시그니처 그래비티,"3,450만원",22년 1월식,"27,552km",가솔린+전기,,흰색,"1,598cc",1,무사고,1,1,1,1,0,0,0,0
아우디 뉴 A6 (C7) 50 TFSI 콰트로 스포츠 C7,"2,090만원",15년 9월식(16년형),"92,916km",가솔린,,흰색,"2,995cc",5,무사고,1,0,1,1,0,0,0,0
기아 쏘렌토 4세대 디젤 2.2 4WD 프레스티지,"2,750만원",20년 8월식(21년형),"61,752km",디젤,,흰색,"2,151cc",3,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 카니발 9인승 프레스티지,"1,520만원",17년 5월식(18년형),"125,190km",디젤,,쥐색,"2,199cc",1,단순수리,1,0,1,1,0,0,0,0
르노코리아(삼성) 뉴 QM6 LPG 2.0 (일반인 판매용) RE 시그니처,"2,060만원",20년 12월식(21년형),"69,728km",LPG,,검정색,"1,998cc",2,무사고,1,1,1,1,0,0,0,0
현대 코나 하이브리드 가솔린 1.6 하이브리드 모던 스폐셜,"1,880만원",20년 4월식,"70,680km",가솔린+전기,,청옥색,"1,580cc",2,단순수리,1,0,1,1,0,0,0,0
현대 제네시스 DH G330 프리미엄 AWD,"1,690만원",16년 1월식,"115,010km",가솔린,,쥐색,"3,342cc",3,단순수리,1,1,1,1,0,0,0,0
기아 더 뉴 봉고III 트럭 EV 카고 1톤 2WD 초장축 킹캡 GLS,"1,850만원",21년 12월식,"29,117km",전기,,흰색,180cc,1,무사고,1,1,0,1,0,0,0,1
현대 더 뉴 벨로스터 1.6 터보 디 스펙,890만원,15년 8월식(16년형),"117,080km",가솔린,,흰색,"1,591cc",9,단순수리,1,0,1,1,0,0,0,1
현대 그랜저 IG 3.0 LPi 모던 (렌터카용),"1,910만원",19년 11월식,"71,436km",LPG,,검정색,"2,999cc",1,무사고,1,1,1,1,0,0,0,0
제네시스 G70 2.0T AWD 슈프림,"2,250만원",18년 1월식,"89,546km",가솔린,,검정색,"1,998cc",3,단순수리,1,1,1,1,0,0,0,0
현대 쏘나타 하이브리드 2.0 모던,860만원,14년 2월식,"111,017km",가솔린+전기,,흰색,"1,999cc",2,단순수리,1,1,1,1,0,0,0,1
BMW X4 (F26) xDrive 20d,"2,480만원",15년 4월식,"77,239km",디젤,,흰색,"1,995cc",2,무사고,1,0,1,1,0,0,0,0
현대 더 뉴 그랜저 가솔린 2.5 캘리그래피,"2,970만원",20년 9월식,"59,296km",가솔린,,쥐색,"2,359cc",1,무사고,1,1,1,1,0,0,0,0
벤츠 GLE-클래스 W167 가솔린 4WD GLE450 4MATIC,"5,790만원",19년 12월식,"100,018km",가솔린,,흰색,"2,999cc",2,무사고,1,1,1,0,0,0,0,0
기아 올 뉴 모닝 럭셔리,580만원,11년 10월식(12년형),"53,802km",가솔린,,흰색,998cc,3,무사고,1,0,1,1,0,0,0,1
벤츠 A-클래스 W177 가솔린 2WD A220 세단,"2,490만원",20년 2월식,"24,472km",가솔린,,흰색,"1,991cc",1,무사고,1,0,0,1,0,0,0,0
쉐보레(GM대우) 스파크 LS 스타,450만원,11년 7월식(12년형),"47,577km",가솔린,,분홍색,995cc,4,무사고,1,0,0,0,0,0,0,1
기아 더 뉴 니로 프레스티지,"1,990만원",19년 10월식(20년형),"73,464km",가솔린+전기,,쥐색,"1,580cc",2,무사고,1,1,1,1,0,0,0,0
닛산 알티마 2.5 SL 스마트 L33,850만원,17년 6월식,"90,738km",가솔린,,쥐색,"2,488cc",3,사고,1,0,0,1,0,0,0,1
현대 i30(신형) 1.6 GDI PYL,890만원,14년 2월식,"70,005km",가솔린,,흰색,"1,591cc",7,무사고,1,0,1,1,0,0,0,1
기아 카니발 (4세대) 디젤 2.2 (9인승) 하이리무진 시그니처,"5,470만원",23년 4월식,"6,296km",디젤,,검정색,"2,151cc",1,단순수리,1,1,1,0,0,0,0,0
르노코리아(삼성) SM7 노바 LE,990만원,15년 11월식(16년형),"63,106km",가솔린,,흰색,"2,495cc",1,무사고,1,1,1,1,0,0,0,0
현대 LF 쏘나타 1.6 터보 스마트 스페셜,"1,180만원",15년 9월식(16년형),"72,036km",가솔린,,검정색,"1,591cc",1,사고,1,0,1,1,0,0,0,0
르노코리아(삼성) XM3 가솔린 터보 1.3 RE 시그니쳐,"1,990만원",22년 1월식,"20,950km",가솔린,,흰색,"1,332cc",1,단순수리,1,1,1,1,0,0,0,0
현대 뉴 투싼 ix 디젤(e-VGT) 2WD 모던,"1,140만원",14년 5월식(15년형),"115,114km",디젤,,흰색,"1,995cc",2,무사고,1,1,1,1,0,0,0,0
현대 쏘나타 DN8 2.0 가솔린 인스퍼레이션,"2,420만원",19년 10월식(20년형),"38,400km",가솔린,,흰색,"1,999cc",1,무사고,1,1,1,0,0,0,0,0
현대 팰리세이드 디젤 2.2 2WD 캘리그래피 (7인승),"3,570만원",22년 5월식,"62,731km",디젤,,흰색,"2,199cc",1,무사고,1,1,1,0,0,0,0,0
현대 더 뉴 그랜드 스타렉스 웨건 12인승 스마트,"1,790만원",18년 6월식,"31,435km",디젤,,흰색,"2,497cc",1,무사고,1,0,0,0,0,0,0,1
현대 아반떼 AD 1.6 GDI 스마트 세부등급 없음,"1,190만원",18년 1월식,"54,856km",가솔린,,흰색,"1,591cc",1,단순수리,1,1,1,0,0,0,0,1
현대 아반떼 AD 1.6 GDI 밸류 플러스,"1,300만원",18년 7월식,"31,429km",가솔린,,쥐색,"1,591cc",2,단순수리,1,0,0,1,0,0,0,1
BMW 5시리즈 (F10) 520d M 에어로 다이나믹,"1,890만원",15년 11월식(16년형),"75,253km",디젤,,검정색,"1,995cc",6,무사고,1,0,1,1,0,0,0,0
르노코리아(삼성) 뉴 QM6 LPG 2.0 (일반인 판매용) RE 시그니처,"2,590만원",22년 9월식(23년형),"18,998km",LPG,,흰색,"1,998cc",1,무사고,1,1,1,1,0,0,0,0
현대 코나 일렉트릭 프리미엄,"2,350만원",20년 9월식,"18,222km",전기,,빨간색,180cc,1,단순수리,1,1,1,1,0,0,0,0
기아 셀토스 디젤 1.6 2WD 노블레스,"2,060만원",20년 2월식,"53,198km",디젤,,흰색,"1,598cc",1,무사고,1,1,1,1,0,0,0,0
제네시스 G80 3.3 GDI AWD 프리미엄 럭셔리,"3,260만원",19년 1월식,"76,464km",가솔린,,진주색,"3,342cc",1,무사고,1,1,1,0,0,0,0,0
현대 쏘나타 DN8 하이브리드 프리미엄 패밀리,"2,250만원",21년 1월식,"60,154km",가솔린+전기,,검정색,"1,999cc",2,단순수리,1,1,1,1,0,0,0,0
제네시스 G90 가솔린 4WD 3.3 T 프리미엄 럭셔리,"4,570만원",18년 12월식(19년형),"62,989km",가솔린,,검정색,"3,342cc",1,무사고,1,1,1,0,0,0,0,0
쉐보레(GM대우) 올란도 LPG 다이나믹,"1,020만원",16년 1월식,"91,833km",LPG,,흰색,"1,998cc",1,무사고,1,0,0,1,0,0,0,1
기아 올 뉴 K7 하이브리드 노블레스 스페셜,"2,190만원",18년 7월식,"101,746km",가솔린+전기,,쥐색,"2,359cc",3,무사고,1,1,1,0,0,0,0,0
KG모빌리티(쌍용) 더 뉴 렉스턴 스포츠 칸 디젤 2.2 4WD 프레스티지,"3,350만원",23년 7월식(24년형),"4,723km",디젤,,담녹색,"2,157cc",1,무사고,1,1,1,1,0,0,0,0
미니 쿠퍼 (3세대) 5도어 S 기본형,"1,860만원",17년 9월식(18년형),"51,467km",가솔린,,진주색,"1,998cc",2,무사고,1,0,1,1,0,0,0,1
